ID,Team1Name,Team2Name,diff_DefensiveEfficiency,diff_OffensiveEfficiency,diff_OppAst,diff_OppBlk,diff_OppDR,diff_OppFGA,diff_OppFGA3,diff_OppFGM,diff_OppFGM3,diff_OppFTA,diff_OppFTM,diff_OppOR,diff_OppPF,diff_OppScore,diff_OppStl,diff_OppTO,diff_SeedNum,diff_TeamAvgAst,diff_TeamAvgBlk,diff_TeamAvgDR,diff_TeamAvgFGA,diff_TeamAvgFGA3,diff_TeamAvgFGM,diff_TeamAvgFGM3,diff_TeamAvgFTA,diff_TeamAvgFTM,diff_TeamAvgOR,diff_TeamAvgPF,diff_TeamAvgScore,diff_TeamAvgStl,diff_TeamAvgTO,diff_Tempo,diff_conf_eigen_rating,diff_conf_massey_rating,diff_eigen_rating,diff_massey_rating,tempo_diff,rating_diff_x_tempo_diff
2025_3104_3117,Alabama,Arkansas St,-1.6361429415531603,11.373044259583438,-2.236559139784946,-0.9903225806451617,-4.760215053763439,-0.324731182795702,0.4784946236559122,-2.063440860215053,0.10107526881720474,-0.8193548387096747,-0.46451612903225836,-1.6483870967741936,0.38924731182795824,-4.490322580645163,-0.8139784946236555,-3.036559139784945,-10.0,0.9838709677419359,1.046236559139785,0.8774193548387075,-3.7752688172042994,-9.756989247311829,3.372043010752691,-1.7591397849462354,-0.07849462365591364,-0.0967741935483879,-1.8612903225806452,-1.6365591397849464,4.888172043010755,-2.6096774193548384,-1.8591397849462368,-3.8104032258064535,0.26213544164289726,26.331561625308296,0.034383165521740505,27.962205201541465,-3.8104032258064535,-106.5472769006156
2025_3104_3123,Alabama,Ball St,0.9109928534919334,6.788657618415954,0.18768328445747962,0.4066471163245353,-0.10263929618768586,3.954056695992179,-3.1124144672531813,1.3274682306940377,-1.6383186705767354,2.2776148582600193,1.1476050830889548,2.239491691104594,0.38318670576735414,2.164222873900293,0.4496578690127073,0.03616813294232557,-7.0,-0.3646138807429118,0.4613880742913006,-0.5650048875855305,3.652003910068423,-0.10850439882697671,2.747800586510266,1.8347996089931566,0.47605083088954103,-0.5210166177908118,1.7781036168132935,1.1876832844574796,6.809384164222877,-0.1642228739002931,-0.31671554252199563,1.7833088954056677,0.2730260752831515,26.301513363183002,0.015123031945392301,18.680051466257453,1.7833088954056677,33.3123019464126
2025_3104_3124,Alabama,Baylor,4.344679096199755,1.4316539829407589,0.9203036053130962,-0.0550284629981026,-0.04648956356736278,3.977229601518026,0.32163187855787356,1.1385199240986665,0.14421252371916538,-0.12523719165085367,0.28842504743833075,2.2751423149905117,-1.1774193548387082,2.70967741935484,0.8605313092979125,-0.8444022770398476,1.0,-3.016129032258064,-0.034155597722960174,-0.4402277039848208,-2.50664136622391,0.7685009487666044,-0.2789373814041731,1.156546489563567,-0.6745730550284641,-0.21442125237191512,-1.7201138519924104,-0.9326375711574961,0.3842504743833075,-0.2979127134724848,0.4506641366223878,-0.656285578747628,0.13241434771593302,5.175273857405131,-0.015457540775674891,-0.4603066715375945,-0.656285578747628,0.30209263033144457
2025_3104_3143,Alabama,California,-2.675858047908676,6.0238700681710355,1.4907135874877824,0.10361681329423256,2.048875855327463,-0.5307917888563054,1.978494623655914,-1.217986314760509,-0.18377321603128038,0.8533724340175954,0.7536656891495603,0.6334310850439877,0.5043988269794752,-1.866080156402738,-0.8230694037145652,1.7937438905180834,-3.0,0.029325513196479136,1.3098729227761488,-0.655913978494624,4.288367546432063,-2.5933528836754647,2.2629521016617815,-0.1348973607038122,1.1730205278592365,0.23655913978494603,0.8993157380254146,-0.6608015640273699,4.62756598240469,2.1085043988269803,-3.8015640273704783,0.14467253176930228,0.04785948487681041,5.584946526668798,-0.010697276129377889,6.821449310413087,0.14467253176930228,0.9868763420734225
2025_3104_3162,Alabama,Columbia,0.9731633416398466,0.8053088436848981,-1.317018909899888,-0.255839822024472,2.7030033370411566,6.776418242491658,-1.078976640711904,0.6273637374860961,-0.7563959955506121,4.684093437152393,3.659621802002224,1.451612903225806,0.9432703003337046,4.157953281423808,1.3159065628476077,-0.9377085650723025,-6.0,-1.5506117908787544,2.612903225806452,3.2291434927697438,-1.2246941045606263,-2.014460511679644,1.080088987764185,1.0155728587319235,0.9410456062291424,1.7308120133481637,-3.9888765294771975,0.2002224694104573,4.9065628476084555,-1.5372636262513897,0.9121245828698541,4.123303670745273,0.3071594810760333,23.599598629303085,0.028886511068581706,13.631231609823665,4.123303670745273,56.20570733356491
2025_3104_3163,Alabama,Connecticut,10.116615883095434,-10.281558919794563,1.0673624288425057,0.5920303605313091,2.3358633776091082,5.800759013282736,-4.472485768500949,3.6091081593927896,-1.532258064516129,7.198292220113851,5.170777988614801,2.716318785578747,5.087286527514234,10.856736242884253,2.184060721062618,-0.8738140417457281,3.0,-5.4278937381404155,0.7011385199240991,0.03036053130929517,-0.21252371916507684,0.00379506641366234,-2.9259962049335897,0.2153700189753316,5.9430740037950684,3.167931688804554,1.4269449715370008,3.5085388994307394,-2.4686907020872866,-2.944971537001896,3.3036053130929783,4.487096774193546,0.21898392730139013,14.332978318597474,-0.04320649765448839,-12.884905206766845,4.487096774193546,-57.81581658907314
2025_3104_3166,Alabama,Creighton,-7.878104189729072,0.6785170645849092,-1.309475806451612,0.17842741935483852,-0.9747983870967758,3.335685483870968,1.17641129032258,-1.628024193548388,-0.157258064516129,4.018145161290324,2.591733870967742,1.826612903225806,3.135080645161292,-0.8215725806451601,1.575604838709677,3.034274193548388,-4.0,-1.672379032258064,2.206653225806452,1.1149193548387082,2.289314516129032,-2.22782258064516,1.7137096774193559,-0.3820564516129039,6.51108870967742,3.184475806451612,2.932459677419354,1.909274193548388,6.2298387096774235,1.571572580645162,3.024193548387096,5.473815524193554,0.21898392730139013,14.332978318597474,-0.0118729269957423,8.09213764819911,5.473815524193554,44.29486868262341
2025_3104_3181,Alabama,Duke,4.7420895303036446,4.269369074861075,1.3695014662756595,-0.3812316715542523,2.594330400782013,6.075268817204304,2.7663734115346994,1.4183773216031277,0.4828934506353866,1.610948191593355,1.2082111436950136,1.7546432062561088,1.2013685239491707,4.52785923753666,0.29814271749755594,-3.024437927663733,3.0,-1.485826001955033,0.40078201368524,2.222873900293255,-1.3176930596285459,5.194525904203324,0.2932551319648091,2.8044965786901264,1.5972629521016621,1.0547409579667644,-2.5855327468230698,-0.5395894428152488,4.445747800586517,-2.133919843597262,-0.7712609970674471,1.2552785923753618,0.04785948487681041,5.584946526668798,-0.03169274101004109,-4.729711882300137,1.2552785923753618,-5.937106073954738
2025_3104_3192,Alabama,F Dickinson,-0.005863793765939818,3.04264704888908,2.2301075268817208,0.6096774193548384,1.4064516129032256,5.675268817204298,2.2118279569892465,1.7698924731182792,0.30107526881720403,5.64731182795699,4.168817204301075,1.2182795698924735,1.4225806451612915,8.009677419354837,2.75268817204301,2.8634408602150554,-10.0,1.6172043010752688,3.112903225806452,1.444086021505374,4.624731182795699,-0.5903225806451609,4.838709677419356,0.8408602150537625,3.688172043010754,1.4698924731182785,-0.3612903225806452,3.1634408602150543,11.988172043010763,2.4236559139784957,2.774193548387096,9.512096774193552,0.36011049164384984,44.49204094074378,0.0454427328538719,35.281065441390716,9.512096774193552,335.5969087751642
2025_3104_3193,Alabama,Fairfield,6.738139075207059,2.13545787745673,2.35483870967742,0.7741935483870965,0.41935483870967616,8.483870967741936,0.612903225806452,2.870967741935484,0.41935483870967705,3.35483870967742,2.290322580645162,3.096774193548387,2.9354838709677438,8.451612903225808,1.032258064516129,-1.2903225806451601,-7.0,-2.032258064516128,1.516129032258065,1.870967741935484,3.1612903225806477,-3.4516129032258043,1.4516129032258078,0.0,5.258064516129032,3.258064516129032,1.774193548387096,0.806451612903226,6.161290322580655,-0.45161290322580605,0.5483870967741922,4.433064516129036,0.3209486706627746,33.33569343647485,0.025386931692503105,18.5165734348855,4.433064516129036,82.08516465448847
2025_3104_3195,Alabama,FGCU,5.00316238996092,1.1016532872303202,3.967741935483872,-0.3548387096774195,0.9032258064516121,7.70967741935484,3.129032258064516,2.7096774193548363,0.645161290322581,3.322580645161292,2.483870967741936,2.806451612903225,0.0967741935483879,8.548387096774192,3.096774193548387,0.41935483870967794,-9.0,1.935483870967742,2.709677419354839,1.5806451612903203,4.096774193548384,-1.870967741935484,3.2903225806451637,0.38709677419354804,-0.29032258064516014,0.19354838709677402,0.032258064516128115,0.9032258064516139,7.161290322580655,-0.870967741935484,2.161290322580644,6.087903225806457,0.3065538921970531,29.847706651296644,0.026852751586695506,18.938050824941783,6.087903225806457,115.29302070764972
2025_3104_3199,Alabama,Florida St,-4.009808230203845,-2.875225630462438,-2.677419354838708,0.09677419354838701,-4.032258064516132,-5.322580645161288,-0.12903225806451601,-4.483870967741936,-0.612903225806452,0.8709677419354858,1.129032258064516,0.19354838709677402,0.2258064516129039,-8.4516129032258,2.32258064516129,-0.16129032258064413,-1.0,2.064516129032258,-1.193548387096774,-0.5806451612903238,-8.806451612903224,-2.29032258064516,-2.806451612903224,0.09677419354838612,-1.903225806451612,-3.322580645161292,-0.67741935483871,-0.8064516129032242,-8.838709677419345,-0.935483870967742,2.838709677419354,-6.194354838709671,0.04785948487681041,5.584946526668798,-0.0027868128974437995,1.505120546147051,-6.194354838709671,-9.323250737867328
