Season,Team1ID,Team1Name,Team2ID,Team2Name,Team1Win,diff_DefensiveEfficiency,diff_OffensiveEfficiency,diff_OppAst,diff_OppBlk,diff_OppDR,diff_OppFGA,diff_OppFGA3,diff_OppFGM,diff_OppFGM3,diff_OppFTA,diff_OppFTM,diff_OppOR,diff_OppPF,diff_OppScore,diff_OppStl,diff_OppTO,diff_SeedNum,diff_TeamAvgAst,diff_TeamAvgBlk,diff_TeamAvgDR,diff_TeamAvgFGA,diff_TeamAvgFGA3,diff_TeamAvgFGM,diff_TeamAvgFGM3,diff_TeamAvgFTA,diff_TeamAvgFTM,diff_TeamAvgOR,diff_TeamAvgPF,diff_TeamAvgScore,diff_TeamAvgStl,diff_TeamAvgTO,diff_Tempo,diff_conf_eigen_rating,diff_conf_massey_rating,diff_eigen_rating,diff_massey_rating,tempo_diff,rating_diff_x_tempo_diff
2010,1115,Ark Pine Bluff,1457,Winthrop,1,1.5581384806310297,0.2104577126719959,-0.4145833333333328,0.7416666666666667,-3.927083333333332,-2.237499999999997,-3.1625000000000014,-0.8041666666666671,-0.4708333333333332,7.441666666666666,4.833333333333334,-1.3125,3.064583333333335,2.75416666666667,1.7062499999999998,-1.208333333333334,0.0,1.7312499999999993,-0.3291666666666666,0.8249999999999993,-6.268749999999997,-1.6312499999999996,-1.0395833333333329,0.09375,5.012499999999999,3.8249999999999993,-0.9729166666666664,3.814583333333335,1.83958333333333,-1.8895833333333325,4.737500000000001,1.8226041666666648,-0.0175184823238974,-5.6438241144376935,-0.0017300482693612,-1.4777852139619494,1.8226041666666648,-2.6934174884054376
2010,1457,Winthrop,1115,Ark Pine Bluff,0,-1.5581384806310297,-0.2104577126719959,0.4145833333333328,-0.7416666666666667,3.927083333333332,2.237499999999997,3.1625000000000014,0.8041666666666671,0.4708333333333332,-7.441666666666666,-4.833333333333334,1.3125,-3.064583333333335,-2.75416666666667,-1.7062499999999998,1.208333333333334,0.0,-1.7312499999999993,0.3291666666666666,-0.8249999999999993,6.268749999999997,1.6312499999999996,1.0395833333333329,-0.09375,-5.012499999999999,-3.8249999999999993,0.9729166666666664,-3.814583333333335,-1.83958333333333,1.8895833333333325,-4.737500000000001,-1.8226041666666648,0.0175184823238974,5.6438241144376935,0.0017300482693612,1.4777852139619494,-1.8226041666666648,-2.6934174884054376
2010,1124,Baylor,1358,Sam Houston St,1,-4.133779323329094,0.1369553470833722,-4.054147465437788,-0.6947004608294929,-3.315668202764975,3.175115207373274,1.4251152073732705,-1.9965437788018432,0.524193548387097,-2.8018433179723488,-2.3041474654377883,2.321428571428571,-2.576036866359445,-5.773041474654377,-0.2603686635944697,-2.903225806451612,-11.0,-5.997695852534562,4.685483870967742,2.0587557603686655,-2.3029953917050676,-5.059907834101381,-0.1244239631336405,-1.9320276497695843,-2.1359447004608327,-1.0023041474654375,0.1578341013824875,-2.506912442396313,-3.183179723502306,-1.1486175115207375,0.5714285714285712,-2.9039746543778904,0.1638912712728504,19.155118738891115,0.0474187535720793,14.57073526408405,-2.9039746543778904,-42.313045902550215
2010,1139,Butler,1431,UTEP,1,2.4830871301458046,1.7254614306912828,-0.84375,0.65625,-3.65625,-3.6875,-2.4375,-0.1875,-0.71875,-5.1875,-3.0625,-2.75,1.875,-4.15625,-0.5625,-2.21875,-7.0,-1.96875,-1.25,-2.84375,-6.75,2.0,-4.375,0.59375,0.96875,2.46875,-0.65625,-0.84375,-5.6875,-1.90625,-0.75,-6.383593750000003,-0.0623156479779094,-4.790164072867334,0.0138841746612491,-0.7810891140431071,-6.383593750000003,4.986155586598618
2010,1140,BYU,1196,Florida,1,-5.079270621490949,9.61883934239195,-0.5757575757575744,-1.1515151515151514,-0.1212121212121211,-1.1212121212121176,-1.1818181818181834,-1.5151515151515156,-0.1212121212121211,5.0,3.3939393939393945,-1.787878787878789,1.18181818181818,0.2424242424242493,-0.6969696969696972,1.878787878787879,-3.0,1.7272727272727266,0.7575757575757578,3.0,0.4848484848484844,0.8787878787878789,2.454545454545457,2.2727272727272725,2.757575757575758,3.818181818181817,-3.0,2.9090909090909083,11.0,1.3939393939393936,-0.8787878787878789,3.915909090909082,-0.1287652583543187,-4.259372059695467,-0.0015483451526573,7.063289616838425,3.915909090909082,27.659200022301317
2010,1190,ETSU,1246,Kentucky,0,3.827070516960021,-12.101940464358009,1.8172905525846696,0.427807486631016,2.7468805704099815,-7.049910873440282,1.3270944741532986,-0.8672014260249554,0.6238859180035652,4.363636363636363,2.239750445632799,-0.762032085561497,-2.0026737967914414,1.129233511586449,0.359180035650624,2.63903743315508,15.0,-3.827094474153297,-4.053475935828877,-3.3921568627450966,-2.076648841354725,-1.1969696969696957,-3.5151515151515156,-0.8493761140819966,-2.865418894830661,-2.3253119429590026,-1.6274509803921582,2.855614973262032,-10.204991087344029,1.0080213903743322,0.166666666666666,-1.6436051693404607,-0.1874796760978427,-17.339174135728506,-0.0628860173317704,-21.685548263199355,-1.6436051693404607,35.64247922537651
2010,1196,Florida,1140,BYU,0,5.079270621490949,-9.61883934239195,0.5757575757575744,1.1515151515151514,0.1212121212121211,1.1212121212121176,1.1818181818181834,1.5151515151515156,0.1212121212121211,-5.0,-3.3939393939393945,1.787878787878789,-1.18181818181818,-0.2424242424242493,0.6969696969696972,-1.878787878787879,3.0,-1.7272727272727266,-0.7575757575757578,-3.0,-0.4848484848484844,-0.8787878787878789,-2.454545454545457,-2.2727272727272725,-2.757575757575758,-3.818181818181817,3.0,-2.9090909090909083,-11.0,-1.3939393939393936,0.8787878787878789,-3.915909090909082,0.1287652583543187,4.259372059695467,0.0015483451526573,-7.063289616838425,-3.915909090909082,27.659200022301317
2010,1207,Georgetown,1325,Ohio,0,-0.2650702708523766,4.941135589930667,-0.5267379679144373,0.5561497326203209,-5.35739750445633,-2.835115864527623,-0.6506238859180051,-1.0026737967914414,0.2103386809269158,-2.6657754010695207,-1.642602495543672,-1.7566844919786089,-1.3689839572192533,-3.4376114081996434,1.566844919786096,-1.9376114081996432,-11.0,1.3663101604278085,2.109625668449198,-1.6559714795008915,-4.377896613190735,-4.2959001782531185,1.9848484848484844,-1.0534759358288772,-3.682709447415327,-3.114973262032086,-1.715686274509805,-1.943850267379677,-0.1987522281639826,-0.499108734402852,1.0819964349376114,-3.329500891265596,0.180559176015878,14.206091760340575,0.0410446459129299,14.262359294852136,-3.329500891265596,-47.48653798376034
2010,1242,Kansas,1250,Lehigh,1,-8.800682039807214,9.527649523829211,-1.90625,0.5772058823529411,-3.1838235294117645,0.652573529411768,-1.625,-2.404411764705884,-0.8290441176470589,0.0569852941176485,-0.5992647058823533,2.0110294117647065,-0.3566176470588225,-6.237132352941174,-0.0900735294117645,0.461397058823529,-15.0,2.022058823529413,3.8805147058823537,1.2757352941176483,2.501838235294116,1.139705882352942,3.0275735294117645,0.6084558823529411,0.4816176470588225,-0.0238970588235289,2.7536764705882355,0.358455882352942,6.639705882352942,2.2555147058823533,-0.0294117647058822,-0.0524816176470608,0.1439295654084497,19.989232351506857,0.0681716425726241,30.064117819366015,-0.0524816176470608,-1.5778135362921557
2010,1243,Kansas St,1317,North Texas,1,-4.114696061462169,4.969228536986805,0.5687499999999996,-0.4333333333333331,-0.1999999999999993,-4.34791666666667,1.1125000000000007,-2.6625000000000014,0.4395833333333332,6.574999999999999,4.2041666666666675,0.8062500000000004,1.9333333333333336,-0.6812500000000057,0.0229166666666662,4.262499999999999,-13.0,2.658333333333333,1.8125,-1.9624999999999984,5.96458333333333,2.9104166666666664,2.116666666666667,1.4520833333333334,2.7020833333333343,0.3166666666666664,4.779166666666667,4.368749999999999,6.002083333333331,3.0354166666666664,-0.1729166666666675,2.2959895833333235,0.1434669046474796,18.032382554104093,0.0477446691465181,22.13938625422565,2.2959895833333235,50.83180022109506
