ID,Team1Name,Team2Name,Team1Win,diff_TeamAvgAst,diff_TeamAvgBlk,diff_TeamAvgDR,diff_TeamAvgFGA,diff_TeamAvgFGA3,diff_TeamAvgFGM,diff_TeamAvgFGM3,diff_TeamAvgFTA,diff_TeamAvgFTM,diff_TeamAvgOR,diff_TeamAvgPF,diff_TeamAvgScore,diff_TeamAvgStl,diff_TeamAvgTO,diff_OppAst,diff_OppBlk,diff_OppDR,diff_OppFGA,diff_OppFGA3,diff_OppFGM,diff_OppFGM3,diff_OppFTA,diff_OppFTM,diff_OppOR,diff_OppPF,diff_OppScore,diff_OppStl,diff_OppTO,diff_SeedNum,diff_DefensiveEfficiency,diff_OffensiveEfficiency,diff_Tempo,diff_conf_eigen_rating,diff_conf_massey_rating,diff_eigen_rating,diff_massey_rating,rating_diff_x_tempo_diff
2010_3122_3397,Austin Peay,Tennessee,0,-5.4375,-3.59375,-1.75,-2.15625,1.28125,-5.4375,-1.1875,5.84375,4.15625,-0.78125,2.5,-7.90625,0.4375,3.375,3.78125,0.125,4.875,2.34375,-0.21875,5.75,0.53125,4.21875,3.0625,-0.34375,2.9375,15.09375,1.1875,-0.28125,15.0,15.095623359148348,-17.54871948054786,4.775781249999994,-0.1941068556882266,-27.998075967419012,-0.0931090669493687,-45.07215107814084,-215.25473401615207
2010_3124_3201,Baylor,Fresno St,1,0.0511363636363633,4.6439393939393945,6.486742424242426,-5.232007575757578,-16.192234848484848,0.2452651515151522,-6.349431818181818,5.757575757575758,4.4981060606060606,-1.691287878787879,-2.2689393939393945,-1.3607954545454533,-3.4251893939393945,1.238636363636363,-2.3484848484848477,-0.731060606060606,-3.036931818181817,5.9280303030303045,6.089015151515152,-1.8143939393939377,1.3797348484848486,-3.1155303030303045,-1.482954545454545,0.4450757575757578,3.007575757575758,-3.732007575757578,-0.1013257575757577,-4.160037878787879,-9.0,-5.6551744285414145,-2.488308054300518,0.4327651515151558,0.1469912015288945,17.807343324399717,0.0180158477258464,12.233645310682862,5.294295366460344
2010_3132_3277,Bowling Green,Michigan St,0,-0.4340175953079193,-3.025415444770283,-2.5630498533724335,-0.0879765395894409,6.513196480938417,0.7438905180840649,3.3372434017595314,-0.5454545454545467,1.4828934506353857,-1.3167155425219956,-2.2033235581622677,6.307917888563054,0.6217008797653953,-1.9442815249266872,3.1114369501466275,0.989247311827957,-0.8162267839687196,-0.4134897360703817,-1.311827956989246,2.2688172043010724,-0.2629521016617788,-5.065493646138808,-3.508308895405669,-0.4066471163245353,1.2854349951124142,0.7663734115347083,-1.4740957966764414,1.4134897360703818,7.0,2.2205219078317526,10.201452167873711,-0.9746334310850386,-0.0537592891818852,-15.143864373886142,-0.0336555974217888,-8.815949351812534,8.592318965028973
2010_3151_3329,Chattanooga,Oklahoma St,0,1.03125,-1.5,2.3125,-6.9375,2.78125,-3.21875,1.625,-0.1875,-0.125,-2.40625,-3.65625,-4.9375,0.25,3.03125,-1.03125,0.5625,-0.6875,-1.46875,-3.53125,-0.28125,-1.21875,-4.53125,-3.6875,-3.75,0.875,-5.46875,1.71875,-0.9375,9.0,-5.716779767817982,-4.785739625148253,-1.5890624999999972,-0.1616211860195167,-21.47287330941876,-0.0389754366589635,-17.27875875593107,27.457027585596663
2010_3173_3395,Dayton,TCU,1,-1.138461538461538,0.4769230769230765,2.2435897435897445,-0.7282051282051256,-1.7384615384615394,0.0512820512820511,-1.4051282051282046,0.946153846153848,-0.2282051282051291,1.23076923076923,0.3435897435897423,-1.5307692307692236,-2.102564102564103,0.9282051282051248,-1.8128205128205137,0.884615384615385,-1.564102564102562,-1.0076923076923094,-3.320512820512821,-0.2564102564102555,-0.31025641025641,0.2769230769230759,0.0230769230769229,-2.7897435897435905,1.6641025641025635,-0.7999999999999972,-0.8512820512820518,-2.320512820512821,-1.0,-0.4431527601949909,-1.3147521731105485,-0.5813461538461411,0.1790809060804143,-0.8683022453565332,-0.0125098947280009,-0.985561485987768,0.5729523792578763
2010_3181_3214,Duke,Hampton,1,2.6500000000000004,3.0479166666666666,2.927083333333332,3.6499999999999986,-1.6312500000000014,4.643750000000001,-0.3375000000000003,1.2229166666666664,-0.1895833333333332,2.752083333333333,-1.145833333333332,8.760416666666664,3.2750000000000004,2.372916666666667,2.6416666666666675,1.0145833333333334,-4.164583333333333,3.66041666666667,6.260416666666666,-0.15625,2.4458333333333333,-3.875,-2.2041666666666675,-0.1333333333333328,1.1750000000000007,-0.0708333333333328,0.8979166666666663,1.0854166666666671,-13.0,-4.243306252285294,7.19091555307304,3.8517187500000034,0.2188850330321752,25.08351730490873,0.0741438211947106,29.11454521522943,112.14103970322208
2010_3199_3256,Florida St,Louisiana Tech,1,0.8172043010752699,0.2913978494623657,-2.4752688172043023,-3.316129032258061,3.6483870967741954,-0.7612903225806456,2.1645161290322577,-1.5548387096774192,-0.4333333333333335,-0.4064516129032256,1.1010752688172047,0.2086021505376294,1.736559139784947,1.936559139784947,1.4913978494623643,-2.0924731182795697,-3.28494623655914,-4.497849462365586,1.0462365591397855,-2.56989247311828,0.4935483870967738,-0.533333333333335,0.4236559139784948,-0.3096774193548377,-0.7440860215053746,-4.222580645161294,0.0064516129032252,1.7483870967741917,-11.0,-3.736441053254353,2.5384591558099032,-1.711666666666659,0.2044238318272913,15.070955927347953,0.0260823745267655,14.091792462590458,-24.120451431800557
2010_3201_3124,Fresno St,Baylor,0,-0.0511363636363633,-4.6439393939393945,-6.486742424242426,5.232007575757578,16.192234848484848,-0.2452651515151522,6.349431818181818,-5.757575757575758,-4.4981060606060606,1.691287878787879,2.2689393939393945,1.3607954545454533,3.4251893939393945,-1.238636363636363,2.3484848484848477,0.731060606060606,3.036931818181817,-5.9280303030303045,-6.089015151515152,1.8143939393939377,-1.3797348484848486,3.1155303030303045,1.482954545454545,-0.4450757575757578,-3.007575757575758,3.732007575757578,0.1013257575757577,4.160037878787879,9.0,5.6551744285414145,2.488308054300518,-0.4327651515151558,-0.1469912015288945,-17.807343324399717,-0.0180158477258464,-12.233645310682862,5.294295366460344
2010_3207_3265,Georgetown,Marist,1,1.412121212121212,-1.8848484848484843,-6.8363636363636395,4.56969696969697,1.0363636363636353,0.4090909090909065,-0.2121212121212128,1.0484848484848506,-0.754545454545454,5.251515151515152,4.063636363636366,-0.1484848484848555,5.487878787878788,2.8151515151515163,2.539393939393941,0.9303030303030302,-0.4636363636363647,-10.07272727272727,-2.530303030303031,-0.8424242424242401,-0.9333333333333328,3.8575757575757574,3.075757575757576,-2.2333333333333343,0.1484848484848484,0.4575757575757606,0.7818181818181822,8.872727272727275,-7.0,-2.570949891573264,-4.007683394449046,2.631363636363645,0.2608376599885554,17.389699886692924,0.0181139886282149,9.534897691060282,25.089783060703702
2010_3208_3408,Georgia,Tulane,1,-3.692540322580646,2.355846774193548,1.695564516129032,0.5252016129032242,-0.3407258064516121,-1.858870967741936,-1.034274193548387,-2.762096774193548,-2.18649193548387,2.433467741935484,-2.482862903225806,-6.938508064516128,-3.01008064516129,-1.17842741935484,-1.09475806451613,0.9566532258064516,-0.816532258064516,0.6058467741935516,5.25907258064516,-2.192540322580644,1.487903225806452,-4.48891129032258,-2.773185483870968,-0.435483870967742,-3.204637096774192,-5.670362903225808,-1.115927419354839,-4.204637096774192,-7.0,-2.9746270491761067,-3.972468426467117,-4.398689516129025,0.0824802720825503,14.110913695735391,0.0187553176024552,7.680980305829211,-33.786247544844464
