ID,Team1Name,Team2Name,diff_TeamAvgAst,diff_TeamAvgBlk,diff_TeamAvgDR,diff_TeamAvgFGA,diff_TeamAvgFGA3,diff_TeamAvgFGM,diff_TeamAvgFGM3,diff_TeamAvgFTA,diff_TeamAvgFTM,diff_TeamAvgOR,diff_TeamAvgPF,diff_TeamAvgScore,diff_TeamAvgStl,diff_TeamAvgTO,diff_OppAst,diff_OppBlk,diff_OppDR,diff_OppFGA,diff_OppFGA3,diff_OppFGM,diff_OppFGM3,diff_OppFTA,diff_OppFTM,diff_OppOR,diff_OppPF,diff_OppScore,diff_OppStl,diff_OppTO,diff_SeedNum,diff_DefensiveEfficiency,diff_OffensiveEfficiency,diff_Tempo,diff_conf_eigen_rating,diff_conf_massey_rating,diff_eigen_rating,diff_massey_rating,rating_diff_x_tempo_diff
2025_1103_1104,Akron,Alabama,0.8693181818181834,-0.7357954545454541,-3.4886363636363633,-0.2992424242424221,-0.694128787878789,-0.8721590909090899,0.2320075757575761,-8.660984848484848,-5.640151515151516,-1.0009469696969688,-0.7490530303030312,-7.152462121212125,1.5018939393939394,-0.3712121212121193,-0.7291666666666661,-1.8049242424242424,-0.9507575757575744,-6.7159090909090935,-0.5653409090909101,-2.22159090909091,0.0738636363636366,-2.3731060606060623,-1.1486742424242422,-1.489583333333334,-4.005681818181817,-5.517992424242422,-0.6306818181818183,1.9393939393939392,11.0,-2.1074610491316577,-3.677893482610898,-3.783475378787884,-0.2997420015922539,-25.462723395032963,-0.0593842889849879,-22.41766279918706,84.81667525069331
2025_1103_1106,Akron,Alabama St,6.2935606060606055,0.8399621212121211,2.3598484848484844,1.337121212121211,2.18465909090909,5.097537878787879,1.8077651515151525,-1.5700757575757611,-0.2159090909090917,0.6354166666666661,0.0691287878787889,11.786931818181811,-0.0738636363636366,3.022727272727274,-0.5473484848484844,-0.8352272727272729,-5.193181818181817,4.617424242424242,0.9498106060606092,1.8693181818181832,-0.0473484848484844,-1.2821969696969688,-0.2698863636363633,-0.3077651515151522,0.6912878787878789,3.4214015151515156,1.9450757575757576,-0.0606060606060605,-3.0,0.5189437068316209,11.830124374237345,2.978645833333331,0.0233161454155654,8.887698684645123,0.0189545694085156,12.772008813348506,38.04329083517712
2025_1103_1110,Akron,American Univ,5.40625,1.90625,3.65625,10.4375,5.0625,6.625,2.21875,1.375,0.875,3.46875,0.5625,16.34375,1.25,1.875,-0.4375,-0.375,-1.34375,8.09375,4.34375,2.125,1.0625,2.5,2.5,1.375,1.375,7.8125,1.53125,1.28125,-3.0,-2.973000290308377,8.637845140863917,9.496875000000005,0.0323593454038635,2.2603063888602613,0.0099558962222012,10.551842843007329,100.20953249968524
2025_1103_1112,Akron,Arizona,1.3933823529411775,-0.5753676470588234,-0.8308823529411775,3.330882352941174,8.034926470588236,1.4834558823529456,3.8327205882352944,-5.047794117647054,-4.5661764705882355,-0.53125,1.634191176470587,2.233455882352942,-0.1433823529411766,0.485294117647058,-1.6213235294117645,-0.2389705882352939,1.742647058823529,-0.036764705882355,-2.3915441176470544,1.1875,-1.2095588235294112,2.7757352941176485,2.2996323529411757,-0.038602941176471,-0.8639705882352935,3.465073529411768,0.7757352941176467,0.9117647058823516,9.0,2.0341245488536543,0.0321390410672535,1.9497242647058783,-0.1537652915662103,-22.650719376290507,-0.0394186206413552,-19.575572356579173,-38.16696841912805
2025_1103_1116,Akron,Arkansas,3.232954545454543,-1.917613636363637,0.3598484848484844,5.882575757575758,7.699810606060609,3.0672348484848477,3.535037878787879,-3.5094696969696955,-2.3068181818181817,2.423295454545454,2.160037878787879,7.362689393939391,-0.0435606060606064,0.2954545454545432,-0.3655303030303045,-0.1685606060606059,-1.041666666666668,1.0113636363636331,-0.5047348484848477,1.354166666666668,-0.1685606060606064,2.929924242424242,2.2149621212121193,0.0255681818181816,-0.4905303030303045,4.754734848484844,0.3996212121212119,0.2121212121212128,3.0,3.6331717354700146,6.940508107322444,2.087736742424241,-0.2997420015922539,-25.462723395032963,-0.0254231220017805,-13.095392843849725,-27.339732796584535
2025_1103_1120,Akron,Auburn,1.2026515151515156,-2.4630681818181817,0.9356060606060624,2.5795454545454533,4.124053030303031,0.5217803030303045,1.4744318181818183,-3.4488636363636367,-2.3977272727272716,-0.2130681818181816,-0.3248106060606091,0.1202651515151558,0.5928030303030303,2.8409090909090917,2.4526515151515156,-0.289772727272727,1.261363636363637,3.768939393939391,3.313446969696969,3.1117424242424256,1.5890151515151514,-1.918560606060609,-1.5123106060606055,-0.0653409090909082,-0.7026515151515156,6.300189393939391,1.1268939393939394,0.9090909090909084,12.0,3.1478379172584567,-6.291778381629058,3.995312499999997,-0.2997420015922539,-25.462723395032963,-0.0693541853483845,-26.028335547386675,-103.99133436666826
2025_1103_1124,Akron,Baylor,3.4375,1.0,3.46875,4.3125,5.03125,3.5625,2.3125,-1.375,-0.96875,-0.71875,1.8125,8.46875,0.15625,1.71875,-2.65625,-1.5,0.4375,5.96875,0.75,2.34375,-0.5625,2.125,2.125,-0.15625,-0.03125,6.25,1.40625,-0.03125,4.0,0.0029501618810598,2.2907696667100055,6.096874999999997,-0.1537652915662103,-22.650719376290507,-0.0248957182620478,-15.87255541973078,-96.77298632467104
2025_1103_1136,Akron,Bryant,3.40625,-2.3125,-0.96875,-0.75,6.53125,0.90625,3.125,-2.5625,-1.3125,-1.78125,2.1875,3.625,0.9375,-0.03125,0.5,0.03125,-1.90625,-2.34375,0.375,0.0,0.03125,1.59375,1.34375,0.3125,-0.5625,1.375,0.46875,0.5625,-2.0,2.1505243809439207,5.211120985295324,-0.2171874999999943,0.0303512638870961,2.8475767384865867,0.0108186032375088,5.279243006377628,-1.1465855904476112
2025_1103_1140,Akron,BYU,0.4450757575757578,0.5672348484848486,0.7234848484848477,4.4280303030303045,0.2452651515151522,1.430871212121211,-0.0407196969696954,-0.8125,0.1780303030303045,0.7263257575757578,2.160037878787879,2.999053030303031,0.4109848484848486,0.2954545454545432,-1.0625,-0.1988636363636358,1.625,3.2840909090909065,-2.444128787878789,1.77840909090909,-1.5321969696969688,3.566287878787879,3.0028409090909083,1.3285984848484844,0.2670454545454532,5.027462121212125,0.6117424242424239,0.6363636363636367,7.0,1.8829809984914905,-1.5537479185829568,3.611221590909096,-0.1537652915662103,-22.650719376290507,-0.0339921604543977,-16.260384860610074,-58.7198528851265
2025_1103_1155,Akron,Clemson,3.2935606060606055,0.112689393939394,2.1780303030303045,4.882575757575758,6.336174242424239,2.6732954545454533,2.201704545454545,0.4905303030303045,0.0871212121212128,0.3020833333333339,3.069128787878787,7.635416666666671,0.0776515151515155,1.75,1.4526515151515156,-0.501893939393939,0.9886363636363632,5.223484848484851,1.8589015151515156,2.6875,0.5284090909090908,5.202651515151516,4.336174242424242,-0.0350378787878788,0.6306818181818166,10.239583333333329,1.0359848484848486,-0.3333333333333339,8.0,5.204516545416055,0.2885712076375739,6.563494318181824,-0.1861238309184867,-17.12134403180914,-0.036809393782567,-14.960823066477412,-98.19527719214808
2025_1103_1161,Akron,Colorado St,1.069852941176471,0.9540441176470588,0.1397058823529455,8.889705882352942,5.446691176470587,3.71875,2.0091911764705888,-0.341911764705884,-0.7132352941176485,3.0569852941176467,0.8400735294117645,8.733455882352942,2.444852941176471,0.5735294117647083,0.7904411764705888,-0.1213235294117645,0.507352941176471,5.375,2.1084558823529456,3.069852941176471,0.4080882352941177,1.8639705882352935,2.2702205882352917,1.1378676470588234,-0.6875,8.818014705882348,1.069852941176471,1.5,1.0,3.56705916837565,2.4403655665467454,6.243841911764704,-0.0297160776412332,-13.37803819728845,-0.0220705415009314,-10.359066077192866,-64.6803709395168
2025_1103_1163,Akron,Connecticut,0.1117424242424256,-2.6448863636363633,1.78409090909091,6.912878787878789,4.730113636363637,2.7642045454545467,2.0198863636363633,-0.3276515151515156,-0.9734848484848476,0.2717803030303045,0.3115530303030311,6.574810606060609,2.2594696969696972,1.6893939393939394,1.816287878787881,-0.4715909090909091,3.291666666666668,7.253787878787875,4.858901515151516,3.808712121212121,0.9526515151515156,-0.9488636363636368,-0.6941287878787872,1.8134469696969695,0.8125,7.875946969696969,1.551136363636363,2.3636363636363633,5.0,-0.7611092595160045,-4.0860180271789375,8.174857954545445,-0.076221265033547,-19.518799331476547,-0.0297349964443746,-14.29060906612295,-116.82369919949446
2025_1103_1166,Akron,Creighton,0.5992647058823515,-0.8400735294117645,-2.3897058823529456,7.301470588235297,1.240808823529413,3.248161764705884,1.2150735294117645,1.0110294117647065,1.0220588235294112,2.4981617647058822,7.3400735294117645,8.733455882352942,3.8566176470588234,0.2205882352941177,0.2316176470588242,-0.7095588235294117,-0.2867647058823515,-4.213235294117652,0.226102941176471,-0.341911764705884,-0.1213235294117645,9.599264705882351,7.181985294117647,-0.3621323529411757,0.9889705882352916,6.376838235294116,-0.8713235294117645,4.529411764705882,4.0,1.073815756247896,3.63702768879088,5.504136029411768,-0.076221265033547,-19.518799331476547,-0.0349087916660108,-12.807127207050026,-70.49217029358375
2025_1103_1179,Akron,Drake,4.913306451612904,1.3316532258064515,5.713709677419356,14.350806451612904,10.771169354838708,6.638104838709676,4.236895161290323,-4.199596774193548,-2.254032258064516,0.8074596774193541,2.184475806451612,15.259072580645167,-1.276209677419354,2.137096774193548,1.840725806451612,0.0181451612903225,5.27016129032258,15.149193548387096,5.27923387096774,5.655241935483872,1.695564516129032,4.139112903225808,3.158266129032258,3.134072580645161,-0.445564516129032,16.164314516129032,1.993951612903226,-0.741935483870968,2.0,3.5430537963566593,-0.4230407967156964,13.68563508064517,-0.0061131014157468,-7.406362073279055,-0.0160900470455917,-5.483792774649924,-75.04918677173751
2025_1103_1181,Akron,Duke,0.922794117647058,-0.0753676470588233,-1.0661764705882355,5.007352941176471,2.2702205882352935,1.365808823529413,0.5386029411764728,-1.783088235294116,-2.007352941176473,0.0275735294117644,2.3694852941176485,1.262867647058826,0.6213235294117645,2.5441176470588243,0.4669117647058822,-0.6801470588235294,2.3897058823529456,3.610294117647058,1.4319852941176483,4.3639705882352935,0.6727941176470589,6.011029411764708,4.59375,1.1084558823529411,0.341911764705884,13.994485294117643,1.834558823529412,1.235294117647058,12.0,10.61240397237428,-9.357504347433675,6.676930147058826,-0.1861238309184867,-17.12134403180914,-0.0562615899591195,-26.7660904690108,-178.7153163714421
