x,y,z
-2.2746853655046255,0.555817246704077,-0.9173737033570504
0.8333556387021357,0.425675065519755,-0.234248468155986
-2.7510282780979285,1.5578706841730465,-0.9415970866679579
2.918384546681871,-0.9500773300131691,0.09944278396377904
2.649813876119474,-1.12047966585539,0.7904626178786618
-1.6880855710211389,1.125773814402713,-0.868200257978275
1.2060548508227455,1.8347100704490131,-0.14561002125047118
2.774473254867683,0.1783833589210655,1.069185848215021
3.240795066241578,-0.36885250178233164,0.6854049298821785
-0.46510070297171424,-0.8235311110971715,0.3690141823158335
3.299836597664328,0.09011606499385039,-0.0031684742112521036
-1.5967926983245775,1.0116440603211743,0.053863483672255796
3.2048841198747127,1.0442426183674058,0.523799006147863
-1.0968548296517255,1.0095778911492488,-0.02861718547019443
-0.8050455069760822,1.6007026211689812,-1.0167173814468455
2.8361767529494806,-1.187293533143567,0.18270189351215826
2.9723677635381094,-0.05203145407073606,0.21966054509439914
1.3795388380887417,0.9173943536987554,-0.7251971646076001
-1.123102957105555,0.05287318347076564,-0.017115970455067853
0.3530729746451158,0.6223657378076481,0.33418443976683143
-1.1208065739902455,-1.7849460456304573,-0.02455792986687122
-0.4639750160212479,-0.09805729638719463,0.26595886352904685
-0.4292786300185476,-0.6521312620572655,0.18183560746181548
-2.296161805012085,-0.623134237064491,-0.8404180806152279
-1.3347207596439663,1.1512909450430726,-0.9725668811600521
2.188371759267021,-0.32001518650037397,0.3026007122429881
1.475285554012796,1.5321246798035482,0.17941784521230986
3.0486033243196857,-0.685854427377139,0.8696706906198592
-1.4660834643982419,0.6302551177589777,-1.0423613803626068
0.49996495129532903,1.86308066440969,-0.052555247862800414
0.17242411617296938,0.7190733293106106,0.5452715622322977
2.226809302988819,0.42220867714625854,0.9049731149815265
-0.7063719253853584,-1.377464235626526,0.690489159437659
-0.9349969357828147,-2.213060411482413,0.0821678898742384
-1.6154511407588537,-1.4152572252821738,0.6750002317377977
-0.2766484140474077,2.047570699425968,-0.09862579065331012
-0.3734056775521548,1.7915947140632547,-0.2779076597540282
0.694199784993339,-0.9921629755593937,0.4934367282187875
-1.8513335990624,-1.7063987306828707,-0.08868453195804094
1.1630208641686082,0.5850911848682845,-0.6345655096020071
-3.5704378977238704,1.202053263146297,-0.4833415784583863
1.5729608331220568,1.1120990339646468,0.8016070648723357
2.0696197260520677,-1.46956969394153,0.38727894852016576
2.164466068817582,-0.8073472031530322,0.7867826102489524
1.06616497554581,0.0209227892324666,-0.06626284823734707
2.9189708987269505,-1.5595687549897086,0.7968630333667033
-2.327002906781413,0.9884498852900396,-1.2353756900921748
0.7546559139782527,0.7911918667754385,0.323836092747543
-1.046193814440029,-0.3598714846779867,-0.5188888120173019
0.8040362045125384,-1.9283785507005184,0.7671239960058216
-3.532555932759866,1.5274825445846503,-1.5933749787315676
4.028741395076846,-1.4254801477661427,0.8424244609938629
-3.163098803439441,-0.19804633812417904,-1.0609297341419008
1.2006541270821387,-0.46753540139839345,1.0956746308653855
-0.30916213174328355,-0.9879937505401077,-0.6562328327971017
1.7348608482958774,0.583396321228431,0.5847335744079132
0.9420668039197224,1.0675822302508138,0.45445612758842024
3.9567282701554554,0.2098701494333337,1.1683546716409694
-0.24139107399343374,-0.09927676535306773,-0.35545162091638005
1.24391866827035,1.2616566174057944,-0.6566095921929698
-0.5540150061152715,0.9146284318598248,-1.0733993660035264
2.5128475851006336,-0.5620947718686828,0.4278710021581915
-1.3310850034755148,-1.4440267679631962,-0.3239247317047713
-1.4067478929960089,1.6719314918810753,-0.7315070762917326
1.80330849824513,-1.1431132362188823,0.0042964728176482225
-2.6647383411908,-1.3499253708153631,-0.5656293624895614
-3.6443119932060384,-0.3717612326556523,-1.093296535780798
-3.6072144347416355,1.870616321288331,-0.8990361408728234
0.17378326234642216,-0.9202781334337384,0.390767845404941
-1.7636926341061265,0.22036889959866812,-0.8856294642243583
-0.877238964063844,1.8381094897202104,-0.6379977607726275
1.5522256369531107,1.9865812557684102,-0.2990672099155347
-2.2116887346458256,1.0977771134457797,-0.044280583136584895
-2.5828077808651155,1.7022257220372978,-1.4007408208229304
-1.6329278171050525,-0.10285287710624758,-1.0227809934797722
-1.2212753723093002,1.072595706194015,0.11283551576264195
-0.727594726936541,0.10477518810605169,0.2977164052742012
-2.047946801138515,1.535183852319399,-0.7735558586732783
-0.388430012654041,-0.40463982378615704,-0.6597188021938187
-2.539912367554585,0.33856462642787477,-0.5410644103505362
2.6851219762243197,-1.5581593449052065,0.5930608015283205
3.3578495506605393,0.772594871282573,0.9701308261456987
-3.6737671771010305,1.5075335918143757,-1.130504018069887
-2.3567337620815323,0.8119238969101445,-0.6056621629948626
2.431439661028751,-1.3016631575738487,1.048426708014759
-1.5621601249647732,-1.6172100598815717,0.06489315407889507
3.6612097061172086,-2.117428782629375,1.242800957936634
