Season,WTeamID,LTeamID,WinPctDiff,PPGDiff,AvgPointDiffDiff,FGPctDiff,ThreePctDiff,FTPctDiff,ORPGDiff,DRPGDiff,APGDiff,TOPGDiff,SPGDiff,BPGDiff,PFGDiff,SeedDiff,Outcome,team_ratingDiff,conf_ratingDiff
2010,3124,3201,-0.0994318181818182,-1.3607954545454533,2.371212121212121,0.0433335626099982,-0.069679492823809,0.0172601744186046,-2.663825757575758,2.6032196969696955,-1.1003787878787872,-1.052083333333334,-3.5265151515151523,3.5047348484848486,-3.2452651515151523,9,1,0.0047689956397335975,0.023706396140061398
2010,3173,3395,0.0743589743589744,-1.5307692307692236,-0.73076923076923,0.0057427730192719,-0.0448635584924131,-0.048387212954159,1.8769230769230771,3.966666666666665,0.3923076923076909,2.482051282051282,-1.264102564102564,0.5512820512820511,1.4435897435897438,1,1,0.0007022884778857957,-0.0004699524909012043
2010,3181,3214,0.2104166666666667,8.760416666666664,8.83125,0.0516940719715506,0.010986947131186,-0.0527732285183972,5.335416666666667,7.699999999999999,4.347916666666666,6.439583333333333,5.48125,3.18125,3.835416666666667,13,1,0.012323810720910107,0.03708043604204808
2010,3199,3256,0.0913978494623656,0.2086021505376294,4.431182795698925,0.0114774216941399,0.0628198114118366,0.0289844053592849,-0.325287356321839,-1.0505747126436802,0.7839080459770127,2.3195402298850567,1.4264367816091958,0.4287356321839084,2.3103448275862064,11,1,0.006432695449933301,0.021424532565980786
2010,3207,3265,0.0121212121212122,-0.1484848484848555,-0.6060606060606073,-0.0251012306566391,-0.0283344266457878,-0.0815699658703071,2.633333333333333,-7.566666666666665,0.7000000000000011,1.5666666666666664,3.6,-1.6333333333333333,1.5333333333333332,7,1,0.004025313845046501,0.025018418002693582
2010,3208,3408,-0.0705645161290322,-6.938508064516128,-1.268145161290322,-0.0360229863221884,-0.0537093392845066,-0.0156939135548368,-0.4205069124423968,-3.334101382488477,-5.631336405529954,-3.43778801843318,-3.2880184331797238,1.7085253456221197,-4.898617511520738,7,1,0.0032408037204290016,0.019317086035142483
2010,3211,3314,0.25027808676307,5.2803114571746335,15.29032258064516,0.0686425762846127,0.0322514461858724,0.0919854877662306,-0.39516129032258,1.1102150537634436,4.72983870967742,-2.518817204301076,1.397849462365592,-0.755376344086022,-1.135752688172044,3,1,0.004488130780682893,-0.01973565077163189
2010,3234,3353,0.03125,12.65625,2.5625,0.0233396584440228,0.0855380086281817,0.082095905599113,1.645161290322581,2.612903225806452,2.258064516129031,0.967741935483872,-1.3225806451612905,0.32258064516129,-1.193548387096774,1,1,0.0007589969882900033,-0.002456052209949683
2010,3246,3251,-0.0463362068965517,8.664870689655174,0.1950431034482758,-0.057013042433147,0.0045835862476848,0.0668627831081392,-1.7738095238095235,1.090476190476192,0.2142857142857135,-3.488095238095239,-0.75,1.4500000000000002,1.0428571428571427,9,1,0.006673997374134204,0.030308185229071694
2010,3261,3216,-0.1813125695216907,6.379310344827587,4.370411568409345,0.0128562092149461,0.0352248844052123,0.0229620316276649,-2.779755283648498,-4.359288097886541,-0.6696329254727473,-6.072302558398221,0.5183537263626246,-1.3982202447163514,-3.7074527252502776,3,1,0.005641418740752094,0.02312151547614738
2010,3277,3132,-0.1085043988269794,-6.307917888563054,-5.541544477028348,-0.0133705377098333,-0.0556400644682276,-0.0903157535415599,-0.3242424242424242,-0.1727272727272719,-0.2666666666666675,-0.0939393939393937,-1.1484848484848484,1.8606060606060604,-0.4363636363636356,7,1,0.0046760188716352055,0.020657913607974615
2010,3329,3151,-0.0625,4.9375,-0.53125,0.0066836624342714,-0.0338129760653073,-0.0004721814784303,0.9005681818181817,-3.21590909090909,-1.9138257575757576,-3.3863636363636367,-0.5018939393939394,0.9280303030303032,0.8058712121212128,9,1,0.007309833507043104,0.02809707279837409
2010,3385,3343,-0.1285714285714285,-1.0047619047619063,-6.807142857142857,-0.0187012813950505,0.0066817058760339,-0.0928753353022462,-1.8341013824884804,-4.859447004608295,-2.7235023041474644,-1.6670506912442384,-0.7177419354838701,-1.6900921658986174,-2.921658986175116,5,1,0.003002171428926302,0.028447503788876283
2010,3390,3415,0.4375,13.78125,22.8125,0.0556960452959227,0.0282530177020354,0.0299844866519319,9.7,16.96666666666667,10.133333333333336,5.133333333333333,0.5666666666666664,2.033333333333333,4.333333333333332,15,1,0.0163102367330493,0.021691319153649025
