season,team1_name,team1_massey_rating,team2_name,team2_massey_rating,massey_diff,seed_diff,label
2010,Ark Pine Bluff,-7.423416623879541,Winthrop,-5.945631409917566,-1.4777852139619752,0,1
2010,Winthrop,-5.945631409917566,Ark Pine Bluff,-7.423416623879541,1.4777852139619752,0,0
2010,Baylor,18.9964494702917,Sam Houston St,4.425714206207631,14.570735264084071,-11,1
2010,Sam Houston St,4.425714206207631,Baylor,18.9964494702917,-14.570735264084071,11,0
2010,Butler,13.997684120339034,UTEP,14.778773234382154,-0.7810891140431195,-7,1
2010,UTEP,14.778773234382154,Butler,13.997684120339034,0.7810891140431195,7,0
2010,BYU,20.77142898859584,Florida,13.708139371757419,7.063289616838421,-3,1
2010,Florida,13.708139371757419,BYU,20.77142898859584,-7.063289616838421,3,0
2010,Kansas,27.326564380295093,Lehigh,-2.7375534390709246,30.064117819366018,-15,1
2010,Lehigh,-2.7375534390709246,Kansas,27.326564380295093,-30.064117819366018,15,0
2010,Kansas St,21.310281808313473,North Texas,-0.8291044459121815,22.139386254225656,-13,1
2010,North Texas,-0.8291044459121815,Kansas St,21.310281808313473,-22.139386254225656,13,0
2010,Kentucky,21.961493389544085,ETSU,0.27594512634470464,21.68554826319938,-15,1
2010,ETSU,0.27594512634470464,Kentucky,21.961493389544085,-21.68554826319938,15,0
2010,Murray St,9.725222794580466,Vanderbilt,16.981108175143575,-7.255885380563109,9,1
2010,Vanderbilt,16.981108175143575,Murray St,9.725222794580466,7.255885380563109,-9,0
2010,New Mexico,14.626785338421595,Montana,5.219198220169851,9.407587118251744,-11,1
2010,Montana,5.219198220169851,New Mexico,14.626785338421595,-9.407587118251744,11,0
2010,Northern Iowa,12.382449764648477,UNLV,14.50514187273672,-2.122692108088243,1,1
2010,UNLV,14.50514187273672,Northern Iowa,12.382449764648477,2.122692108088243,-1,0
2010,Ohio,5.1532573555337295,Georgetown,19.41561665038585,-14.262359294852121,11,1
2010,Georgetown,19.41561665038585,Ohio,5.1532573555337295,14.262359294852121,-11,0
2010,Old Dominion,12.812959863751995,Notre Dame,14.841357216309692,-2.028397352557697,5,1
2010,Notre Dame,14.841357216309692,Old Dominion,12.812959863751995,2.028397352557697,-5,0
2010,St Mary's CA,15.109200063498298,Richmond,11.502032358060742,3.607167705437556,3,1
2010,Richmond,11.502032358060742,St Mary's CA,15.109200063498298,-3.607167705437556,-3,0
2010,Tennessee,17.3777622923427,San Diego St,12.89225901519299,4.4855032771497125,-5,1
2010,San Diego St,12.89225901519299,Tennessee,17.3777622923427,-4.4855032771497125,5,0
2010,Villanova,19.149885503455337,Robert Morris,-3.4204278974127544,22.57031340086809,-13,1
2010,Robert Morris,-3.4204278974127544,Villanova,19.149885503455337,-22.57031340086809,13,0
2010,Wake Forest,13.438051757081812,Texas,20.363274121308606,-6.925222364226794,1,1
2010,Texas,20.363274121308606,Wake Forest,13.438051757081812,6.925222364226794,-1,0
2010,Washington,17.794633822161966,Marquette,17.150759527113994,0.6438742950479721,5,1
2010,Marquette,17.150759527113994,Washington,17.794633822161966,-0.6438742950479721,-5,0
2010,California,18.779213766552648,Louisville,16.02730459881452,2.751909167738127,-1,1
2010,Louisville,16.02730459881452,California,18.779213766552648,-2.751909167738127,1,0
2010,Cornell,7.922651159030309,Temple,14.252032805969963,-6.3293816469396535,7,1
2010,Temple,14.252032805969963,Cornell,7.922651159030309,6.3293816469396535,-7,0
2010,Duke,26.674557422883453,Ark Pine Bluff,-7.423416623879541,34.09797404676299,-15,1
2010,Ark Pine Bluff,-7.423416623879541,Duke,26.674557422883453,-34.09797404676299,15,0
2010,Georgia Tech,15.84674347250629,Oklahoma St,14.066915094639485,1.7798283778668047,3,1
2010,Oklahoma St,14.066915094639485,Georgia Tech,15.84674347250629,-1.7798283778668047,-3,0
2010,Gonzaga,13.933543809714068,Florida St,16.62827000697088,-2.694726197256811,-1,1
2010,Florida St,16.62827000697088,Gonzaga,13.933543809714068,2.694726197256811,1,0
2010,Maryland,19.915684131110655,Houston,8.519408204958719,11.396275926151937,-9,1
2010,Houston,8.519408204958719,Maryland,19.915684131110655,-11.396275926151937,9,0
2010,Michigan St,17.605860082701223,New Mexico St,3.341701665095383,14.264158417605842,-7,1
2010,New Mexico St,3.341701665095383,Michigan St,17.605860082701223,-14.264158417605842,7,0
2010,Missouri,19.067575558216895,Clemson,17.819271586587693,1.248303971629202,3,1
2010,Clemson,17.819271586587693,Missouri,19.067575558216895,-1.248303971629202,-3,0
2010,Ohio St,21.103277192559805,UC Santa Barbara,0.9700234086360197,20.133253783923784,-13,1
2010,UC Santa Barbara,0.9700234086360197,Ohio St,21.103277192559805,-20.133253783923784,13,0
2010,Pittsburgh,15.602136831771352,Oakland,1.8874212834375261,13.714715548333826,-11,1
2010,Oakland,1.8874212834375261,Pittsburgh,15.602136831771352,-13.714715548333826,11,0
2010,Purdue,19.170878469714943,Siena,9.639271481211413,9.53160698850353,-9,1
2010,Siena,9.639271481211413,Purdue,19.170878469714943,-9.53160698850353,9,0
2010,Syracuse,23.305392433337644,Vermont,-0.30907470615772176,23.614467139495368,-15,1
2010,Vermont,-0.30907470615772176,Syracuse,23.305392433337644,-23.614467139495368,15,0
2010,Texas A&M,16.69489700178274,Utah St,15.319950363824915,1.374946637957823,-7,1
2010,Utah St,15.319950363824915,Texas A&M,16.69489700178274,-1.374946637957823,7,0
2010,West Virginia,20.31981940574802,Morgan St,-0.07871557366191728,20.398534979409938,-13,1
2010,Morgan St,-0.07871557366191728,West Virginia,20.31981940574802,-20.398534979409938,13,0
2010,Wisconsin,20.849604572581516,Wofford,5.069627117067374,15.779977455514143,-9,1
2010,Wofford,5.069627117067374,Wisconsin,20.849604572581516,-15.779977455514143,9,0
2010,Xavier,17.062221846028482,Minnesota,17.642835806059157,-0.580613960030675,-5,1
2010,Minnesota,17.642835806059157,Xavier,17.062221846028482,0.580613960030675,5,0
2010,Baylor,18.9964494702917,Old Dominion,12.812959863751995,6.183489606539705,-8,1
2010,Old Dominion,12.812959863751995,Baylor,18.9964494702917,-6.183489606539705,8,0
2010,Butler,13.997684120339034,Murray St,9.725222794580466,4.272461325758568,-8,1
2010,Murray St,9.725222794580466,Butler,13.997684120339034,-4.272461325758568,8,0
2010,Kansas St,21.310281808313473,BYU,20.77142898859584,0.5388528197176328,-5,1
2010,BYU,20.77142898859584,Kansas St,21.310281808313473,-0.5388528197176328,5,0
2010,Kentucky,21.961493389544085,Wake Forest,13.438051757081812,8.523441632462273,-8,1
2010,Wake Forest,13.438051757081812,Kentucky,21.961493389544085,-8.523441632462273,8,0
2010,Northern Iowa,12.382449764648477,Kansas,27.326564380295093,-14.944114615646615,8,1
2010,Kansas,27.326564380295093,Northern Iowa,12.382449764648477,14.944114615646615,-8,0
2010,St Mary's CA,15.109200063498298,Villanova,19.149885503455337,-4.0406854399570395,8,1
2010,Villanova,19.149885503455337,St Mary's CA,15.109200063498298,4.0406854399570395,-8,0
2010,Tennessee,17.3777622923427,Ohio,5.1532573555337295,12.224504936808973,-8,1
2010,Ohio,5.1532573555337295,Tennessee,17.3777622923427,-12.224504936808973,8,0
2010,Washington,17.794633822161966,New Mexico,14.626785338421595,3.1678484837403715,8,1
2010,New Mexico,14.626785338421595,Washington,17.794633822161966,-3.1678484837403715,-8,0
2010,Cornell,7.922651159030309,Wisconsin,20.849604572581516,-12.926953413551207,8,1
2010,Wisconsin,20.849604572581516,Cornell,7.922651159030309,12.926953413551207,-8,0
2010,Duke,26.674557422883453,California,18.779213766552648,7.895343656330805,-7,1
2010,California,18.779213766552648,Duke,26.674557422883453,-7.895343656330805,7,0
2010,Michigan St,17.605860082701223,Maryland,19.915684131110655,-2.309824048409432,1,1
2010,Maryland,19.915684131110655,Michigan St,17.605860082701223,2.309824048409432,-1,0
2010,Ohio St,21.103277192559805,Georgia Tech,15.84674347250629,5.256533720053515,-8,1
2010,Georgia Tech,15.84674347250629,Ohio St,21.103277192559805,-5.256533720053515,8,0
2010,Purdue,19.170878469714943,Texas A&M,16.69489700178274,2.475981467932204,-1,1
2010,Texas A&M,16.69489700178274,Purdue,19.170878469714943,-2.475981467932204,1,0
2010,Syracuse,23.305392433337644,Gonzaga,13.933543809714068,9.371848623623576,-7,1
2010,Gonzaga,13.933543809714068,Syracuse,23.305392433337644,-9.371848623623576,7,0
2010,West Virginia,20.31981940574802,Missouri,19.067575558216895,1.2522438475311262,-8,1
2010,Missouri,19.067575558216895,West Virginia,20.31981940574802,-1.2522438475311262,8,0
2010,Xavier,17.062221846028482,Pittsburgh,15.602136831771352,1.46008501425713,3,1
2010,Pittsburgh,15.602136831771352,Xavier,17.062221846028482,-1.46008501425713,-3,0
2010,Butler,13.997684120339034,Syracuse,23.305392433337644,-9.30770831299861,4,1
2010,Syracuse,23.305392433337644,Butler,13.997684120339034,9.30770831299861,-4,0
2010,Kansas St,21.310281808313473,Xavier,17.062221846028482,4.248059962284991,-4,1
