Season,TeamID1,TeamID2,WinPctDiff,PPGDiff,AvgPointDiffDiff,FGPctDiff,ThreePctDiff,FTPctDiff,ORPGDiff,DRPGDiff,APGDiff,TOPGDiff,SPGDiff,BPGDiff,PFGDiff,team_ratingDiff,conf_ratingDiff,SeedDiff
2025,1103,1104,0.05492424242424243,-7.152462121212125,-1.6344696969696972,-0.0113488618588386,0.01632368961933972,0.032795481189385134,0.24539170506912455,0.17396313364055516,3.2926267281105996,0.5714285714285712,1.580645161290323,-0.13133640552995418,2.246543778801845,-0.012148211815115696,-0.04694924399356992,-11
2025,1103,1106,0.2670454545454546,11.786931818181813,8.365530303030303,0.07115103825630142,0.03744399609061261,0.05119107064179762,3.8357142857142863,8.764285714285716,9.957142857142857,5.638095238095238,2.5666666666666664,1.776190476190476,6.880952380952381,0.0088019287703415,0.018661022871034494,3
2025,1103,1110,0.1875,16.34375,8.53125,0.03178306975562045,0.015167493319961645,-0.009802371541501875,5.363300492610838,7.602216748768473,8.736453201970443,3.3990147783251228,2.137931034482759,2.332512315270936,5.593596059113301,0.0055014704105395,0.0056417900818781785,3
2025,1103,1112,0.1654411764705882,2.233455882352942,-1.2316176470588243,-0.001418135727966896,0.04225047855072639,-0.03530062530062528,1.9419642857142865,4.995535714285715,4.513392857142858,3.415178571428571,1.28125,0.4866071428571428,5.901785714285715,-0.0082623193001626,-0.03940417530636611,-9
2025,1103,1116,0.20643939393939392,7.362689393939391,2.607954545454546,0.005066501958445657,0.033411635117741756,0.015562358578463997,5.213133640552996,6.561059907834103,6.841013824884794,3.152073732718894,1.774193548387097,0.1267281105990783,7.504608294930877,-0.004865269104356598,-0.04694924399356992,-3
2025,1103,1120,-0.03598484848484851,0.12026515151515582,-6.179924242424242,-0.01127336229956144,-0.0014456216825002866,0.009002803364036915,-0.2918719211822651,-0.3288177339901459,1.5640394088669964,1.8817733990147776,0.1034482758620694,-2.633004926108374,-0.6477832512315267,-0.014538731330217401,-0.04694924399356992,-12
2025,1103,1124,0.25,8.46875,2.21875,0.02558403148239813,0.019519578166194707,0.003299663299663358,2.9873271889400925,9.948156682027651,8.002304147465438,4.6036866359447,2.129032258064516,1.868663594470046,8.05299539170507,-0.0059182821976725,-0.03940417530636611,-4
2025,1103,1136,0.15625,3.625,2.25,0.019417120192903592,0.032477811069025975,0.03073647871116225,1.7478354978354984,5.888528138528141,6.841991341991342,3.874458874458874,2.878787878787879,-0.054112554112554,7.365800865800868,0.0038878406563910006,0.0060989012950309895,2
2025,1103,1140,0.08522727272727271,2.999053030303031,-2.0284090909090917,-0.010985939185244542,-0.004525494408289643,0.0437037037037038,2.3744239631336415,3.5933179723502313,2.9700460829493096,1.5069124423963132,0.935483870967742,1.0299539170506913,5.375576036866361,-0.006876857053379794,-0.03940417530636611,-7
2025,1103,1155,-0.005681818181818232,7.635416666666671,-2.604166666666666,0.006285926524182028,-0.005231835533288209,-0.01678930869493478,1.4711981566820285,3.432027649769587,4.228110599078342,2.0230414746543772,0.48387096774193505,0.3847926267281103,4.956221198156683,-0.008121947484979596,-0.029949351048296297,-8
